Month,Longitudes,Latitudes,Elevation,ExtSR,MonthlyAvgI_HP,MonthlyAvgI_IncP,OptSlopeAngle,MontlyAvgI_B,Ratio_D_G
May,73.504,16.073,63,1.367,224.02,199.78,23,208.96,0.29
June,73.504,16.073,63,1.367,109.53,99.71,23,55.82,0.61
July,73.504,16.073,63,1.367,106.68,99.56,23,35.89,0.75
August,73.504,16.073,63,1.367,148.23,140.64,23,77.03,0.6
September,73.504,16.073,63,1.367,149.25,149.6,23,112.4,0.44
October,73.504,16.073,63,1.367,169.38,187.71,23,161.25,0.35
November,73.504,16.073,63,1.367,170.78,207.83,23,203.34,0.27
December,73.504,16.073,63,1.367,159.46,202.01,23,196.56,0.28
January,75.508,16.065,602,1.367,173.05,214.01,22,207.46,0.27
February,75.508,16.065,602,1.367,181.8,209.66,22,204.81,0.26
March,75.508,16.065,602,1.367,214.93,225.58,22,216.46,0.28
April,75.508,16.065,602,1.367,215.84,207.05,22,199.92,0.3
May,75.508,16.065,602,1.367,215.19,193.39,22,186.93,0.35
June,75.508,16.065,602,1.367,149.46,135.15,22,84.47,0.58
July,75.508,16.065,602,1.367,134.37,124.97,22,51.79,0.71
August,75.508,16.065,602,1.367,155.37,147.24,22,82.29,0.62
September,75.508,16.065,602,1.367,131.47,131.01,22,74.79,0.59
October,75.508,16.065,602,1.367,172.94,190.37,22,157.98,0.39
November,75.508,16.065,602,1.367,173.32,210.41,22,206.05,0.27
December,75.508,16.065,602,1.367,160.56,202.41,22,195.8,0.3
January,77.52,16.048,367,1.367,169.58,208.99,22,202,0.29
February,77.52,16.048,367,1.367,182.83,210.76,22,208.9,0.25
March,77.52,16.048,367,1.367,210.76,220.87,22,206.08,0.3
April,77.52,16.048,367,1.367,219.89,211.66,22,207.98,0.29
May,77.52,16.048,367,1.367,219.34,198.3,22,190.97,0.33
June,77.52,16.048,367,1.367,140.51,127.98,22,75.19,0.6
July,77.52,16.048,367,1.367,139.46,129.86,22,58.1,0.68
August,77.52,16.048,367,1.367,164.39,156.03,22,102.5,0.53
September,77.52,16.048,367,1.367,120.01,119.23,22,63.42,0.61
October,77.52,16.048,367,1.367,176.42,194.71,22,168.77,0.35
November,77.52,16.048,367,1.367,172.13,208,22,201.99,0.28
December,77.52,16.048,367,1.367,160.25,201.11,22,193.19,0.3
January,79.572,16.014,93,1.367,165.92,203.45,21,195.52,0.3
February,79.572,16.014,93,1.367,180.82,207.67,21,204.22,0.25
March,79.572,16.014,93,1.367,212.5,223.02,21,210.43,0.29
April,79.572,16.014,93,1.367,220.92,213.1,21,210.75,0.28
May,79.572,16.014,93,1.367,206.64,188.06,21,172.22,0.36
June,79.572,16.014,93,1.367,153.75,139.5,21,91.78,0.55
July,79.572,16.014,93,1.367,157.14,145.61,21,76.05,0.64
August,79.572,16.014,93,1.367,159.88,152.06,21,100.47,0.53
September,79.572,16.014,93,1.367,122.2,121.93,21,66.27,0.59
October,79.572,16.014,93,1.367,177.79,196.18,21,170.78,0.35
November,79.572,16.014,93,1.367,169.79,204.2,21,197.18,0.29
December,79.572,16.014,93,1.367,155.49,193.56,21,183.15,0.32
January,81.124,16.031,8,1.367,155.86,186.57,20,162.99,0.38
February,81.124,16.031,8,1.367,171.91,194.48,20,174.25,0.33
March,81.124,16.031,8,1.367,204.55,213.86,20,189.36,0.32
April,81.124,16.031,8,1.367,218.56,211.87,20,202.81,0.29
May,81.124,16.031,8,1.367,188.25,173.38,20,145.43,0.4
June,81.124,16.031,8,1.367,138.69,127.08,20,80.43,0.55
July,81.124,16.031,8,1.367,147.06,137.06,20,72.62,0.62
August,81.124,16.031,8,1.367,165.31,157.94,20,106.62,0.5
September,81.124,16.031,8,1.367,125.37,125.21,20,66.17,0.61
October,81.124,16.031,8,1.367,169.35,185.09,20,149.22,0.39
November,81.124,16.031,8,1.367,163.68,194.12,20,177.6,0.32
December,81.124,16.031,8,1.367,146.33,177.63,20,154.37,0.4
January,73.348,17.037,58,1.367,168.41,211.86,24,205.85,0.27
February,73.348,17.037,58,1.367,176.05,205.04,24,198.86,0.26
March,73.348,17.037,58,1.367,213.31,225.56,24,224.25,0.26
April,73.348,17.037,58,1.367,218.96,209.62,24,213.69,0.28
May,73.348,17.037,58,1.367,222.15,197.61,24,205.85,0.3
June,73.348,17.037,58,1.367,114.51,103.93,24,59.24,0.59
July,73.348,17.037,58,1.367,111.2,103.5,24,37.82,0.75
August,73.348,17.037,58,1.367,136.4,129.78,24,66.55,0.63
September,73.348,17.037,58,1.367,146.31,146.92,24,110.92,0.44
October,73.348,17.037,58,1.367,163.79,183.37,24,160.23,0.34
November,73.348,17.037,58,1.367,168.58,207.38,24,199.91,0.28
December,73.348,17.037,58,1.367,157.86,202.7,24,194.59,0.29
January,75.369,17.154,587,1.367,169.38,212.31,23,204.77,0.28
February,75.369,17.154,587,1.367,178.64,207.98,23,201.47,0.26
March,75.369,17.154,587,1.367,213.27,225.15,23,216.98,0.28
April,75.369,17.154,587,1.367,213.08,204.79,23,198.86,0.3
May,75.369,17.154,587,1.367,221.88,199.17,23,197,0.32
June,75.369,17.154,587,1.367,149.63,135.17,23,83.85,0.58
July,75.369,17.154,587,1.367,140.65,130.28,23,59.21,0.68
August,75.369,17.154,587,1.367,159.57,151.09,23,87.95,0.6
September,75.369,17.154,587,1.367,128.98,129.11,23,78.29,0.56
October,75.369,17.154,587,1.367,170.51,189.93,23,161.77,0.37
November,75.369,17.154,587,1.367,173.74,214.37,23,212.76,0.26
December,75.369,17.154,587,1.367,160.1,206.04,23,202.54,0.28
January,77.373,17.003,502,1.367,170.15,213.14,23,205.54,0.29
February,77.373,17.003,502,1.367,180.87,210.38,23,203.95,0.26
March,77.373,17.003,502,1.367,212.76,224.31,23,210.38,0.29
April,77.373,17.003,502,1.367,212.69,204.89,23,190,0.32
May,77.373,17.003,502,1.367,217.72,195.93,23,189.3,0.33
June,77.373,17.003,502,1.367,143.87,130.24,23,77.84,0.6
July,77.373,17.003,502,1.367,142.44,131.96,23,60.07,0.68
August,77.373,17.003,502,1.367,159.18,150.76,23,92.01,0.57
September,77.373,17.003,502,1.367,121.78,121.47,23,67.25,0.6
October,77.373,17.003,502,1.367,173.77,193.52,23,165.42,0.36
November,77.373,17.003,502,1.367,172.53,212.24,23,209.05,0.27
December,77.373,17.003,502,1.367,159.77,204.77,23,198.77,0.3
January,79.394,17.003,179,1.367,165.06,205.07,23,193.42,0.31
February,79.394,17.003,179,1.367,178.01,206.45,23,198.83,0.27
March,79.394,17.003,179,1.367,203.36,213.81,23,193.53,0.32
April,79.394,17.003,179,1.367,217.07,209.42,23,202.31,0.3
May,79.394,17.003,179,1.367,207.53,188.22,23,172.06,0.35
June,79.394,17.003,179,1.367,152.45,137.66,23,91.5,0.54
July,79.394,17.003,179,1.367,141.72,131.59,23,61.72,0.66
August,79.394,17.003,179,1.367,158.22,150.31,23,98.54,0.53
September,79.394,17.003,179,1.367,117.9,117.41,23,63.35,0.6
October,79.394,17.003,179,1.367,174.49,193.84,23,165.98,0.36
November,79.394,17.003,179,1.367,171.09,209.59,23,205.67,0.28
December,79.394,17.003,179,1.367,155.76,198.42,23,191.71,0.31
January,81.806,16.934,24,1.367,161.44,198.22,22,181.09,0.34
February,81.806,16.934,24,1.367,171.7,197.15,22,181.44,0.32
March,81.806,16.934,24,1.367,206.93,217.78,22,199.13,0.31
April,81.806,16.934,24,1.367,218.89,211.82,22,204.66,0.29
May,81.806,16.934,24,1.367,195.17,178.51,22,152.3,0.39
June,81.806,16.934,24,1.367,142.01,128.99,22,85.16,0.53
July,81.806,16.934,24,1.367,144.64,133.85,22,70.79,0.63
August,81.806,16.934,24,1.367,169.75,161.66,22,112.82,0.48
September,81.806,16.934,24,1.367,124.01,123.57,22,65.41,0.61
October,81.806,16.934,24,1.367,168.77,185.85,22,149.94,0.39
November,81.806,16.934,24,1.367,162.94,196.37,22,181.15,0.31
December,81.806,16.934,24,1.367,153.32,191.57,22,174.05,0.34
January,73.039,18.067,18,1.367,164.89,210.73,25,207.08,0.26
February,73.039,18.067,18,1.367,174.71,205.91,25,202.72,0.25
March,73.039,18.067,18,1.367,213.73,227.9,25,235.07,0.24
April,73.039,18.067,18,1.367,219.11,210.33,25,217.01,0.27
May,73.039,18.067,18,1.367,225.8,200.86,25,211.55,0.29
June,73.039,18.067,18,1.367,154.7,137.52,25,103.9,0.47
July,73.039,18.067,18,1.367,105.06,97.89,25,33.26,0.77
August,73.039,18.067,18,1.367,134.63,128.24,25,64.38,0.63
September,73.039,18.067,18,1.367,135.47,136.16,25,95.52,0.48
October,73.039,18.067,18,1.367,162.88,184.2,25,163.77,0.33
November,73.039,18.067,18,1.367,164.76,205.57,25,201.07,0.27
December,73.039,18.067,18,1.367,156.08,204.31,25,200.55,0.27
January,75.061,18.034,467,1.367,164.56,208.22,24,196.76,0.29
February,75.061,18.034,467,1.367,175.72,206.54,24,200.29,0.26
March,75.061,18.034,467,1.367,208.57,221.25,24,209.19,0.29
April,75.061,18.034,467,1.367,216.32,208.28,24,201.69,0.3
May,75.061,18.034,467,1.367,226.72,202.91,24,204.92,0.31
June,75.061,18.034,467,1.367,153.97,137.73,24,92.95,0.55
July,75.061,18.034,467,1.367,127.29,117.95,24,48.75,0.72
August,75.061,18.034,467,1.367,149.96,142.35,24,76.23,0.63
September,75.061,18.034,467,1.367,131.05,131.67,24,80.71,0.56
October,75.061,18.034,467,1.367,167.19,188.46,24,164.89,0.35
November,75.061,18.034,467,1.367,168.23,209.61,24,205.55,0.27
December,75.061,18.034,467,1.367,157.05,205.02,24,201.29,0.28
January,77.056,18.017,601,1.367,164.55,207.82,24,198.19,0.29
February,77.056,18.017,601,1.367,174.28,204.08,24,193.79,0.27
March,77.056,18.017,601,1.367,208.8,221.29,24,207.98,0.29
April,77.056,18.017,601,1.367,213.82,206.36,24,197.58,0.31
May,77.056,18.017,601,1.367,216.94,195.23,24,189.98,0.34
June,77.056,18.017,601,1.367,165.96,148.98,24,104.79,0.52
July,77.056,18.017,601,1.367,138.63,128.5,24,58.93,0.68
August,77.056,18.017,601,1.367,156.06,148.33,24,83.54,0.62
September,77.056,18.017,601,1.367,135.08,135.51,24,85.23,0.55
October,77.056,18.017,601,1.367,173.06,194.46,24,169.61,0.35
November,77.056,18.017,601,1.367,170.11,212.09,24,211.95,0.26
December,77.056,18.017,601,1.367,157.38,205.16,24,203.99,0.28
January,79.086,18.034,439,1.367,164.95,208.92,24,200.98,0.29
February,79.086,18.034,439,1.367,175.25,205.71,24,198.81,0.27
March,79.086,18.034,439,1.367,209.44,222.18,24,208.54,0.29
April,79.086,18.034,439,1.367,214.02,206.79,24,198.16,0.3
May,79.086,18.034,439,1.367,218.05,196.88,24,185.84,0.35
June,79.086,18.034,439,1.367,162.76,145.6,24,107.39,0.48
July,79.086,18.034,439,1.367,128.59,119.1,24,56.02,0.67
August,79.086,18.034,439,1.367,161.68,153.45,24,102.06,0.53
September,79.086,18.034,439,1.367,124.31,124.26,24,69.86,0.59
October,79.086,18.034,439,1.367,175.36,197.64,24,175.86,0.33
November,79.086,18.034,439,1.367,168.95,210.68,24,210.44,0.26
December,79.086,18.034,439,1.367,157.12,204.86,24,203.75,0.28
January,81.081,18.034,125,1.367,161.41,203.45,24,193.85,0.28
February,81.081,18.034,125,1.367,169.07,197.33,24,185.86,0.28
March,81.081,18.034,125,1.367,203,214.6,24,196.67,0.31
April,81.081,18.034,125,1.367,218.11,210.61,24,207.69,0.29
May,81.081,18.034,125,1.367,205.54,186.39,24,166.81,0.37
June,81.081,18.034,125,1.367,163.56,146.2,24,108.86,0.49
July,81.081,18.034,125,1.367,123.01,114.56,24,48.53,0.69
August,81.081,18.034,125,1.367,149.7,143.36,24,87.19,0.54
September,81.081,18.034,125,1.367,124.44,124.47,24,65.02,0.61
October,81.081,18.034,125,1.367,172.24,193.36,24,167.1,0.35
November,81.081,18.034,125,1.367,167.21,207.7,24,203.91,0.25
December,81.081,18.034,125,1.367,157.74,204.72,24,200.95,0.27
January,83.085,18.042,93,1.367,162.28,207.3,25,202.35,0.27
February,83.085,18.042,93,1.367,169.82,199.86,25,192.41,0.29
March,83.085,18.042,93,1.367,202.13,213.6,25,194.64,0.31
April,83.085,18.042,93,1.367,214.9,206.54,25,202.96,0.28
May,83.085,18.042,93,1.367,200.18,179.51,25,165.96,0.36
June,83.085,18.042,93,1.367,147.11,132.11,25,83.19,0.55
July,83.085,18.042,93,1.367,114.1,105.99,25,41.85,0.72
August,83.085,18.042,93,1.367,123.71,118.32,25,60.18,0.63
September,83.085,18.042,93,1.367,108.39,108.13,25,51.15,0.67
October,83.085,18.042,93,1.367,157.2,174.22,25,136.77,0.41
November,83.085,18.042,93,1.367,161.96,201.75,25,192.8,0.28
December,83.085,18.042,93,1.367,156.47,204.46,25,197.91,0.28
January,73.004,19.017,1,1.367,166.51,216.75,26,211.68,0.26
February,73.004,19.017,1,1.367,176.68,211.02,26,206.62,0.25
March,73.004,19.017,1,1.367,217,232.73,26,238.79,0.25
April,73.004,19.017,1,1.367,223.45,214.36,26,221.45,0.27
May,73.004,19.017,1,1.367,227.63,202.56,26,202.14,0.32
June,73.004,19.017,1,1.367,166.64,147.5,26,109.29,0.48
July,73.004,19.017,1,1.367,106.05,98.24,26,34.67,0.75
August,73.004,19.017,1,1.367,127.28,120.84,26,56.8,0.67
September,73.004,19.017,1,1.367,127.8,128.16,26,79.83,0.54
October,73.004,19.017,1,1.367,163.6,186.79,26,163.9,0.34
November,73.004,19.017,1,1.367,167.09,212.31,26,207.02,0.27
December,73.004,19.017,1,1.367,158.51,212.17,26,207.54,0.27
January,75.096,19.034,644,1.367,163.01,209.49,25,199.49,0.28
February,75.096,19.034,644,1.367,175.37,208.37,25,202.46,0.26
March,75.096,19.034,644,1.367,210.09,224.68,25,217.11,0.27
April,75.096,19.034,644,1.367,218.55,210.95,25,209.13,0.29
May,75.096,19.034,644,1.367,232.53,207.42,25,216.62,0.3
June,75.096,19.034,644,1.367,166.07,147.59,25,108.31,0.51
July,75.096,19.034,644,1.367,128.71,119.13,25,49.63,0.71
August,75.096,19.034,644,1.367,154.35,146.48,25,83.43,0.61
September,75.096,19.034,644,1.367,134.55,135.53,25,82.5,0.57
October,75.096,19.034,644,1.367,172.45,195.77,25,170.55,0.35
November,75.096,19.034,644,1.367,167.41,211.88,25,209.45,0.27
December,75.096,19.034,644,1.367,157.73,209.7,25,208.15,0.28
January,77.091,19.034,370,1.367,163.73,210.62,25,201.56,0.29
February,77.091,19.034,370,1.367,174.45,207.04,25,199.46,0.27
March,77.091,19.034,370,1.367,209.57,223.71,25,213.25,0.29
April,77.091,19.034,370,1.367,217.98,210.63,25,205,0.3
May,77.091,19.034,370,1.367,227.25,203.36,25,206.12,0.31
June,77.091,19.034,370,1.367,171.93,153.21,25,114.05,0.49
July,77.091,19.034,370,1.367,130.44,121.01,25,49.54,0.71
August,77.091,19.034,370,1.367,158.53,150.53,25,89.04,0.59
September,77.091,19.034,370,1.367,134.75,135.42,25,83.89,0.56
October,77.091,19.034,370,1.367,169.58,192.23,25,166.35,0.36
November,77.091,19.034,370,1.367,168.3,213.04,25,211.23,0.26
December,77.091,19.034,370,1.367,157.29,209,25,207.11,0.28
January,79.095,19.092,199,1.367,163.12,210.11,25,202.07,0.29
February,79.095,19.092,199,1.367,171.26,203.01,25,193.55,0.28
March,79.095,19.092,199,1.367,201.69,214.3,25,192.84,0.31
April,79.095,19.092,199,1.367,211.32,204.71,25,190.92,0.32
May,79.095,19.092,199,1.367,217.13,195.65,25,184.59,0.35
June,79.095,19.092,199,1.367,164.26,146.46,25,108.6,0.49
July,79.095,19.092,199,1.367,126.46,117.09,25,54.78,0.65
August,79.095,19.092,199,1.367,159.27,151.44,25,97.24,0.53
September,79.095,19.092,199,1.367,126.08,126.18,25,68.5,0.61
October,79.095,19.092,199,1.367,173.96,197.69,25,176.22,0.34
November,79.095,19.092,199,1.367,167.39,212.13,25,211.87,0.26
December,79.095,19.092,199,1.367,156.6,208.4,25,208.47,0.27
January,81.09,18.992,319,1.367,163.29,211.1,25,206.37,0.28
February,81.09,18.992,319,1.367,173.27,206.08,25,201.46,0.26
March,81.09,18.992,319,1.367,202.05,215.1,25,200.23,0.3
April,81.09,18.992,319,1.367,215.89,208.45,25,203.41,0.29
May,81.09,18.992,319,1.367,217.56,195.57,25,184.64,0.34
June,81.09,18.992,319,1.367,168.45,149.62,25,114.42,0.46
July,81.09,18.992,319,1.367,120.36,111.46,25,48.66,0.69
August,81.09,18.992,319,1.367,141.64,135.24,25,80.77,0.56
September,81.09,18.992,319,1.367,119.46,119.56,25,61.98,0.61
October,81.09,18.992,319,1.367,168.53,190.91,25,164.12,0.35
November,81.09,18.992,319,1.367,166.35,210.3,25,206.29,0.25
December,81.09,18.992,319,1.367,156.26,207.47,25,205.04,0.27
January,83.147,19,1050,1.367,160.66,205.69,25,195.88,0.28
February,83.147,19,1050,1.367,170.5,201.99,25,193.55,0.26
March,83.147,19,1050,1.367,196.63,209,25,183.58,0.31
April,83.147,19,1050,1.367,209.46,202.44,25,198.29,0.28
May,83.147,19,1050,1.367,195.75,177.24,25,156.7,0.37
June,83.147,19,1050,1.367,163.58,146.43,25,102.63,0.5
July,83.147,19,1050,1.367,123.63,114.9,25,50.85,0.66
August,83.147,19,1050,1.367,126.53,121.6,25,64.05,0.6
September,83.147,19,1050,1.367,118.54,119.22,25,58.3,0.63
October,83.147,19,1050,1.367,163.52,183.19,25,147.83,0.37
November,83.147,19,1050,1.367,159.39,198.5,25,183.01,0.28
December,83.147,19,1050,1.367,154.49,202.67,25,192.4,0.28
January,84.321,18.992,963,1.367,160.46,205.55,25,193.99,0.29
February,84.321,18.992,963,1.367,166.17,195.93,25,181.79,0.29
March,84.321,18.992,963,1.367,195.2,207.49,25,181.96,0.32
April,84.321,18.992,963,1.367,202.67,195.35,25,187.9,0.3
May,84.321,18.992,963,1.367,186.38,168.85,25,147.41,0.37
June,84.321,18.992,963,1.367,164.31,147.27,25,100.07,0.51
July,84.321,18.992,963,1.367,122.6,113.96,25,46.89,0.69
August,84.321,18.992,963,1.367,127.25,121.94,25,65.67,0.6
September,84.321,18.992,963,1.367,117.84,117.84,25,56.19,0.64
October,84.321,18.992,963,1.367,163.14,183.3,25,148.45,0.38
November,84.321,18.992,963,1.367,160.7,201.88,25,191.78,0.28
December,84.321,18.992,963,1.367,154.49,204.02,25,196.44,0.29
January,72.895,20.086,47,1.367,161.24,211.79,26,210.39,0.26
February,72.895,20.086,47,1.367,173.33,208.47,26,207.48,0.24
March,72.895,20.086,47,1.367,213.19,230.5,26,234.2,0.25
April,72.895,20.086,47,1.367,225.94,218.66,26,229.7,0.26
May,72.895,20.086,47,1.367,230.23,206.18,26,209.28,0.32
June,72.895,20.086,47,1.367,193.35,170.58,26,143.52,0.43
July,72.895,20.086,47,1.367,135.61,125.49,26,55.23,0.68
August,72.895,20.086,47,1.367,136.69,130.67,26,63.71,0.65
September,72.895,20.086,47,1.367,159.08,162.54,26,121.69,0.45
October,72.895,20.086,47,1.367,160.9,184.41,26,160.64,0.36
November,72.895,20.086,47,1.367,162.73,208.71,26,207.43,0.26
December,72.895,20.086,47,1.367,153.06,206.4,26,204.36,0.27
January,75.005,20.284,720,1.367,157.65,207.18,26,199.59,0.28
February,75.005,20.284,720,1.367,170.48,205.36,26,199.96,0.26
March,75.005,20.284,720,1.367,211.45,228.36,26,228.64,0.25
April,75.005,20.284,720,1.367,221.5,213.97,26,222.24,0.26
May,75.005,20.284,720,1.367,230.57,205.76,26,211.86,0.3
June,75.005,20.284,720,1.367,185.76,163.68,26,132.79,0.45
July,75.005,20.284,720,1.367,128.22,118.7,26,48.03,0.71
August,75.005,20.284,720,1.367,135.61,129.49,26,65.09,0.64
September,75.005,20.284,720,1.367,146.89,148.91,26,89.14,0.55
October,75.005,20.284,720,1.367,163.39,187.24,26,159.76,0.37
November,75.005,20.284,720,1.367,163.24,210.64,26,209.09,0.26
December,75.005,20.284,720,1.367,153.16,208.23,26,205.76,0.27
January,77.009,20.152,528,1.367,156.22,204.57,26,195.84,0.28
February,77.009,20.152,528,1.367,170.15,204.62,26,198.03,0.26
March,77.009,20.152,528,1.367,210.06,226.37,26,222.89,0.26
April,77.009,20.152,528,1.367,219.34,211.94,26,218.4,0.27
May,77.009,20.152,528,1.367,227.78,202.93,26,210.55,0.31
June,77.009,20.152,528,1.367,180.39,159.14,26,127.68,0.46
July,77.009,20.152,528,1.367,122,112.93,26,44.77,0.72
August,77.009,20.152,528,1.367,129.98,123.68,26,65.26,0.63
September,77.009,20.152,528,1.367,142.11,144.24,26,91.04,0.54
October,77.009,20.152,528,1.367,160.98,184.51,26,159,0.36
November,77.009,20.152,528,1.367,162.91,209.94,26,208.34,0.26
December,77.009,20.152,528,1.367,153.3,208.36,26,207.17,0.27
January,79.083,19.987,194,1.367,160.27,209.12,26,199.36,0.29
February,79.083,19.987,194,1.367,171.6,205.86,26,197.07,0.27
March,79.083,19.987,194,1.367,204.91,219.91,26,204.76,0.29
April,79.083,19.987,194,1.367,213.76,207.54,26,193.93,0.31
May,79.083,19.987,194,1.367,223.21,200.32,26,194.21,0.34
June,79.083,19.987,194,1.367,169.67,150.45,26,116.22,0.47
July,79.083,19.987,194,1.367,126.08,116.71,26,51.28,0.68
August,79.083,19.987,194,1.367,163.6,155.62,26,97.2,0.54
September,79.083,19.987,194,1.367,130.19,130.83,26,72.93,0.58
October,79.083,19.987,194,1.367,175.33,201.35,26,181.67,0.33
November,79.083,19.987,194,1.367,165.99,213.34,26,211.87,0.26
December,79.083,19.987,194,1.367,156.18,211.78,26,212.33,0.27
January,81.087,20.086,358,1.367,152.99,198.66,26,187.65,0.31
February,81.087,20.086,358,1.367,163.63,195.39,26,180.68,0.29
March,81.087,20.086,358,1.367,204.24,219.45,26,207.34,0.3
April,81.087,20.086,358,1.367,217.26,210.39,26,207.71,0.29
May,81.087,20.086,358,1.367,222.09,199.34,26,195.03,0.33
June,81.087,20.086,358,1.367,188.57,166.6,26,136.02,0.44
July,81.087,20.086,358,1.367,118.79,110.45,26,44.07,0.71
August,81.087,20.086,358,1.367,114.86,110.08,26,50.43,0.68
September,81.087,20.086,358,1.367,122.9,123.74,26,66.55,0.6
October,81.087,20.086,358,1.367,172.94,198.09,26,174.33,0.34
November,81.087,20.086,358,1.367,160.48,204.85,26,196.4,0.28
December,81.087,20.086,358,1.367,153.99,208.12,26,205.99,0.26
January,83.126,20.185,191,1.367,151.93,197.79,26,189.37,0.3
February,83.126,20.185,191,1.367,165.68,198.4,26,188.46,0.28
March,83.126,20.185,191,1.367,199.07,213.7,26,196.73,0.3
April,83.126,20.185,191,1.367,216.67,210.28,26,206.33,0.29
May,83.126,20.185,191,1.367,214.71,194.64,26,176.08,0.36
June,83.126,20.185,191,1.367,180.71,161.5,26,117.31,0.49
July,83.126,20.185,191,1.367,128.24,119.05,26,54.08,0.67
August,83.126,20.185,191,1.367,130.37,124.8,26,68.11,0.6
September,83.126,20.185,191,1.367,134.09,136.81,26,84.42,0.53
